player_name,team,game_id,game_date,game_time,home,away,line_col,line_value,prop,source,pitching_stats_gcar,pitching_stats_win,pitching_stats_loss,pitching_stats_save,pitching_stats_hold,pitching_stats_blown_save,pitching_stats_dr,pitching_stats_ip,pitching_stats_h,pitching_stats_r,pitching_stats_er,pitching_stats_bb,pitching_stats_so,pitching_stats_hr,pitching_stats_hbp,pitching_stats_era,pitching_stats_fip,pitching_stats_bf,pitching_stats_pit,pitching_stats_str,pitching_stats_stl,pitching_stats_sts,pitching_stats_gb,pitching_stats_fb,pitching_stats_ld,pitching_stats_pu,pitching_stats_unk,pitching_stats_gsc,pitching_stats_ir,pitching_stats_is,pitching_stats_sb,pitching_stats_cs,pitching_stats_pickoffs,pitching_stats_ab,pitching_stats_2b,pitching_stats_3b,pitching_stats_ibb,pitching_stats_gdp,pitching_stats_sf,pitching_stats_roe,pitching_stats_ali,pitching_stats_wpa,pitching_stats_acli,pitching_stats_cwpa,pitching_stats_re24,gtm,entered,innings,home_team,away_team,home_stats.batting_stats.gtm,home_stats.batting_stats.pa,home_stats.batting_stats.ab,home_stats.batting_stats.r,home_stats.batting_stats.h,home_stats.batting_stats.2b,home_stats.batting_stats.3b,home_stats.batting_stats.hr,home_stats.batting_stats.rbi,home_stats.batting_stats.bb,home_stats.batting_stats.ibb,home_stats.batting_stats.so,home_stats.batting_stats.hbp,home_stats.batting_stats.sh,home_stats.batting_stats.sf,home_stats.batting_stats.roe,home_stats.batting_stats.gidp,home_stats.batting_stats.sb,home_stats.batting_stats.cs,home_stats.batting_stats.avg,home_stats.batting_stats.obp,home_stats.batting_stats.slug,home_stats.batting_stats.ops,home_stats.batting_stats.lob,home_stats.batting_stats.bat_num,home_stats.batting_stats.opp_thr,home_stats.batting_stats.opp_st,home_stats.batting_stats.opp_st_sc,home_stats.pitching_stats.gtm,home_stats.pitching_stats.ip,home_stats.pitching_stats.h,home_stats.pitching_stats.r,home_stats.pitching_stats.er,home_stats.pitching_stats.uer,home_stats.pitching_stats.bb,home_stats.pitching_stats.so,home_stats.pitching_stats.hr,home_stats.pitching_stats.hbp,home_stats.pitching_stats.era,home_stats.pitching_stats.bf,home_stats.pitching_stats.p,home_stats.pitching_stats.s,home_stats.pitching_stats.ir,home_stats.pitching_stats.is,home_stats.pitching_stats.sb,home_stats.pitching_stats.cs,home_stats.pitching_stats.ab,home_stats.pitching_stats.2b,home_stats.pitching_stats.3b,home_stats.pitching_stats.ibb,home_stats.pitching_stats.sh,home_stats.pitching_stats.sf,home_stats.pitching_stats.roe,home_stats.pitching_stats.gidp,home_stats.pitching_stats.pitch_num,home_stats.pitching_stats.ump,home_stats.pitching_stats.pitchers,away_stats.batting_stats.gtm,away_stats.batting_stats.pa,away_stats.batting_stats.ab,away_stats.batting_stats.r,away_stats.batting_stats.h,away_stats.batting_stats.2b,away_stats.batting_stats.3b,away_stats.batting_stats.hr,away_stats.batting_stats.rbi,away_stats.batting_stats.bb,away_stats.batting_stats.ibb,away_stats.batting_stats.so,away_stats.batting_stats.hbp,away_stats.batting_stats.sh,away_stats.batting_stats.sf,away_stats.batting_stats.roe,away_stats.batting_stats.gidp,away_stats.batting_stats.sb,away_stats.batting_stats.cs,away_stats.batting_stats.avg,away_stats.batting_stats.obp,away_stats.batting_stats.slug,away_stats.batting_stats.ops,away_stats.batting_stats.lob,away_stats.batting_stats.bat_num,away_stats.batting_stats.opp_thr,away_stats.batting_stats.opp_st,away_stats.batting_stats.opp_st_sc,away_stats.pitching_stats.gtm,away_stats.pitching_stats.ip,away_stats.pitching_stats.h,away_stats.pitching_stats.r,away_stats.pitching_stats.er,away_stats.pitching_stats.uer,away_stats.pitching_stats.bb,away_stats.pitching_stats.so,away_stats.pitching_stats.hr,away_stats.pitching_stats.hbp,away_stats.pitching_stats.era,away_stats.pitching_stats.bf,away_stats.pitching_stats.p,away_stats.pitching_stats.s,away_stats.pitching_stats.ir,away_stats.pitching_stats.is,away_stats.pitching_stats.sb,away_stats.pitching_stats.cs,away_stats.pitching_stats.ab,away_stats.pitching_stats.2b,away_stats.pitching_stats.3b,away_stats.pitching_stats.ibb,away_stats.pitching_stats.sh,away_stats.pitching_stats.sf,away_stats.pitching_stats.roe,away_stats.pitching_stats.gidp,away_stats.pitching_stats.pitch_num,away_stats.pitching_stats.ump,away_stats.pitching_stats.pitchers,book,line_value_book,open_om,close_om,delta_om,open_um,close_um,delta_um,total_move_om,total_move_um,pct_change_om,pct_change_um,max_om,min_om,max_um,min_um,std_om,std_um,ups_om,downs_om,ups_um,downs_um,avg_update_sec,twavg_om,twavg_um,n_updates,prop_norm,actual,outcome,player_type
ben casparius,mlb_lad,401695425,2025-05-05,18:40,mlb_mia,mlb_lad,dabble_dfs_pitcherstrikeouts_value,4.5,pitcherstrikeouts,dabble,15.0,True,False,False,False,False,7.0,4.0,5.0,1.0,1.0,2.0,5.0,0.0,0.0,2.81,2.02,19.0,70.0,44.0,7.0,11.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.114,0.83,0.0,0.5,35.0,2.0,4.0,mlb_mia,mlb_lad,34,41,38,4,10,1,0,1,4,3,0,10,0,0,0,1,0,1,0,0.249,0.311,0.383,0.694,10,12,L,J.Dreyer,54,34,9,13,7,7,0,1,8,2,0,5.82,40,156,109,0,0,2,0,39,2,1,0,0,0,0,0,3,Laz Diaz,"S.Alcantara (5-38-L), T.Phillips (2), G.Soriano (5)",35,40,39,7,13,2,1,2,7,1,0,8,0,0,0,0,0,2,0,0.258,0.334,0.461,0.795,6,11,R,S.Alcantara,38,35,9,10,4,4,0,3,10,1,0,3.77,41,141,92,3,0,1,0,38,1,0,0,0,0,1,0,7,Laz Diaz,"J.Dreyer (0-54), B.Casparius (7-W), A.Vesia (1), E.Phillips (2), Y.Gómez (4), T.Scott (2-H), K.Yates (1-Sv)",dabble,4.5,2.33,2.33,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.33,2.33,-1.0,-1.0,,,0.0,0.0,0.0,0.0,,,,1.0,pitcherstrikeouts,5.0,over,pitcher
griffin canning,mlb_nym,401695431,2025-05-05,21:40,mlb_ari,mlb_nym,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,106.0,True,False,False,False,False,6.0,5.0,6.0,1.0,1.0,1.0,6.0,1.0,0.0,2.5,3.39,21.0,82.0,52.0,13.0,7.0,9.0,5.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.07,0.113,1.38,0.0,1.17,36.0,6.0,4.0,mlb_ari,mlb_nym,35,37,33,4,9,0,0,1,4,4,0,10,0,0,0,0,2,0,1,0.248,0.331,0.429,0.76,6,9,R,G.Canning,56,35,9,8,5,5,0,5,4,2,2,4.5,38,157,95,2,0,0,0,30,2,1,0,1,0,0,3,5,Marvin Hudson,"R.Nelson (5-47-L), J.Castillo (1), J.Morillo (0), R.Thompson (0), T.Henry (99)",36,38,30,5,8,2,1,2,5,5,0,4,2,1,0,0,3,0,0,0.253,0.335,0.423,0.758,6,10,R,R.Nelson,47,36,9,9,4,4,0,4,10,1,0,2.91,37,148,87,4,3,0,1,33,0,0,0,0,0,0,2,5,Marvin Hudson,"G.Canning (6-56-W), H.Brazobán (0-H), D.Núñez (99), R.Garrett (0-H), E.Díaz (0-Sv)",dabble,2.5,2.08,1.99,-0.09,1.94,2.02,0.08,0.1100000000000001,0.1200000000000001,-4.326923076923084,4.123711340206193,2.08,1.98,2.04,1.94,0.0288097205817759,0.0258198889747161,1.0,3.0,4.0,2.0,3315.1666666666665,1.986879653548093,2.024669503115028,7.0,earnedrunsallowed,1.0,under,pitcher
griffin canning,mlb_nym,401695431,2025-05-05,21:40,mlb_ari,mlb_nym,dabble_dfs_pitchingouts_value,15.5,pitchingouts,dabble,106.0,True,False,False,False,False,6.0,5.0,6.0,1.0,1.0,1.0,6.0,1.0,0.0,2.5,3.39,21.0,82.0,52.0,13.0,7.0,9.0,5.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,1.07,0.113,1.38,0.0,1.17,36.0,6.0,4.0,mlb_ari,mlb_nym,35,37,33,4,9,0,0,1,4,4,0,10,0,0,0,0,2,0,1,0.248,0.331,0.429,0.76,6,9,R,G.Canning,56,35,9,8,5,5,0,5,4,2,2,4.5,38,157,95,2,0,0,0,30,2,1,0,1,0,0,3,5,Marvin Hudson,"R.Nelson (5-47-L), J.Castillo (1), J.Morillo (0), R.Thompson (0), T.Henry (99)",36,38,30,5,8,2,1,2,5,5,0,4,2,1,0,0,3,0,0,0.253,0.335,0.423,0.758,6,10,R,R.Nelson,47,36,9,9,4,4,0,4,10,1,0,2.91,37,148,87,4,3,0,1,33,0,0,0,0,0,0,2,5,Marvin Hudson,"G.Canning (6-56-W), H.Brazobán (0-H), D.Núñez (99), R.Garrett (0-H), E.Díaz (0-Sv)",dabble,15.5,2.06,2.09,0.0299999999999998,1.95,1.93,-0.02,0.1100000000000007,0.06,1.4563106796116498,-1.025641025641022,2.11,2.06,1.95,1.91,0.015,0.0120185042515466,5.0,3.0,2.0,2.0,2210.1111111111118,2.094798704303563,1.9218652629955264,10.0,pitchingouts,15,under,pitcher
mackenzie gore,mlb_wsn,401695505,2025-05-11,13:35,mlb_wsn,mlb_stl,dabble_dfs_hitsallowed_value,4.5,hitsallowed,dabble,84.0,False,True,False,False,False,6.0,6.2,5.0,4.0,4.0,3.0,7.0,2.0,0.0,3.59,3.2,26.0,101.0,62.0,10.0,12.0,5.0,11.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79,-0.056,0.43,0.0,-0.03,41.0,7.0,3.0,mlb_wsn,mlb_stl,41,32,29,1,5,1,0,1,1,2,0,8,0,1,0,0,1,0,0,0.239,0.309,0.379,0.688,4,9,R,M.Mikolas,60,41,9,9,6,6,0,5,10,3,0,5.45,39,149,94,2,1,0,1,34,1,0,0,0,0,0,1,4,Erich Bacchus,"M.Gore (6-52-L), A.Chafin (1), B.Lord (4), Z.Brzykcy (0)",41,39,34,6,9,1,0,3,6,5,0,10,0,0,0,0,1,0,1,0.261,0.338,0.403,0.74,6,9,L,M.Gore,52,41,9,5,1,1,0,2,8,1,0,3.85,32,116,76,1,0,0,0,29,1,0,0,1,0,0,1,4,Erich Bacchus,"M.Mikolas (5-60-W), S.Matz (4-H), P.Maton (5), J.King (8)",dabble,4.5,1.97,2.01,0.0399999999999998,2.05,2.0,-0.0499999999999998,0.3199999999999987,0.3299999999999978,2.030456852791862,-2.439024390243893,2.03,1.96,2.05,1.98,0.0239006658916724,0.0251596211407824,10.0,7.0,7.0,10.0,3002.0,1.9935490559052205,2.018024250277674,19.0,hitsallowed,5.0,over,pitcher
mackenzie gore,mlb_wsn,401695505,2025-05-11,13:35,mlb_wsn,mlb_stl,dabble_dfs_pitcherstrikeouts_value,6.5,pitcherstrikeouts,dabble,84.0,False,True,False,False,False,6.0,6.2,5.0,4.0,4.0,3.0,7.0,2.0,0.0,3.59,3.2,26.0,101.0,62.0,10.0,12.0,5.0,11.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79,-0.056,0.43,0.0,-0.03,41.0,7.0,3.0,mlb_wsn,mlb_stl,41,32,29,1,5,1,0,1,1,2,0,8,0,1,0,0,1,0,0,0.239,0.309,0.379,0.688,4,9,R,M.Mikolas,60,41,9,9,6,6,0,5,10,3,0,5.45,39,149,94,2,1,0,1,34,1,0,0,0,0,0,1,4,Erich Bacchus,"M.Gore (6-52-L), A.Chafin (1), B.Lord (4), Z.Brzykcy (0)",41,39,34,6,9,1,0,3,6,5,0,10,0,0,0,0,1,0,1,0.261,0.338,0.403,0.74,6,9,L,M.Gore,52,41,9,5,1,1,0,2,8,1,0,3.85,32,116,76,1,0,0,0,29,1,0,0,1,0,0,1,4,Erich Bacchus,"M.Mikolas (5-60-W), S.Matz (4-H), P.Maton (5), J.King (8)",dabble,6.5,2.01,1.93,-0.0799999999999998,2.0,2.09,0.0899999999999998,0.4400000000000001,0.4300000000000001,-3.980099502487555,4.499999999999993,2.04,1.93,2.09,1.97,0.037581657126595,0.0390603928003071,6.0,9.0,9.0,4.0,3602.4,1.9817610469194136,2.0296736682786367,16.0,pitcherstrikeouts,7.0,over,pitcher
mackenzie gore,mlb_wsn,401695505,2025-05-11,13:35,mlb_wsn,mlb_stl,dabble_dfs_pitchingouts_value,17.5,pitchingouts,dabble,84.0,False,True,False,False,False,6.0,6.2,5.0,4.0,4.0,3.0,7.0,2.0,0.0,3.59,3.2,26.0,101.0,62.0,10.0,12.0,5.0,11.0,0.0,1.0,0.0,52.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,1.0,0.0,0.0,0.79,-0.056,0.43,0.0,-0.03,41.0,7.0,3.0,mlb_wsn,mlb_stl,41,32,29,1,5,1,0,1,1,2,0,8,0,1,0,0,1,0,0,0.239,0.309,0.379,0.688,4,9,R,M.Mikolas,60,41,9,9,6,6,0,5,10,3,0,5.45,39,149,94,2,1,0,1,34,1,0,0,0,0,0,1,4,Erich Bacchus,"M.Gore (6-52-L), A.Chafin (1), B.Lord (4), Z.Brzykcy (0)",41,39,34,6,9,1,0,3,6,5,0,10,0,0,0,0,1,0,1,0.261,0.338,0.403,0.74,6,9,L,M.Gore,52,41,9,5,1,1,0,2,8,1,0,3.85,32,116,76,1,0,0,0,29,1,0,0,1,0,0,1,4,Erich Bacchus,"M.Mikolas (5-60-W), S.Matz (4-H), P.Maton (5), J.King (8)",dabble,17.5,1.92,1.9,-0.02,2.1,2.12,0.02,0.04,0.0400000000000004,-1.041666666666663,0.952380952380949,1.92,1.9,2.12,2.1,0.0089442719099991,0.0089442719099992,1.0,3.0,3.0,1.0,4665.6,1.91383249448623,2.1061884295651194,6.0,pitchingouts,20,over,pitcher
jonathan cannon,mlb_chw,401695455,2025-05-07,19:40,mlb_kcr,mlb_chw,dabble_dfs_pitcherstrikeouts_value,3.5,pitcherstrikeouts,dabble,31.0,False,True,False,False,False,4.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,0.0,4.09,4.68,26.0,90.0,59.0,13.0,5.0,12.0,13.0,0.0,3.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.028,0.18,0.0,1.02,37.0,6.0,4.0,mlb_kcr,mlb_chw,38,33,32,2,10,1,0,1,2,0,0,3,0,1,0,0,1,1,0,0.239,0.301,0.362,0.662,7,11,R,J.Cannon,47,38,9,6,1,1,0,1,10,0,0,2.99,34,122,87,0,0,0,0,33,2,0,0,0,0,0,0,3,Sean Barber,"M.Wacha (4-75-W), L.Erceg (2-H), C.Estévez (1-Sv)",37,34,33,1,6,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0.216,0.294,0.321,0.616,6,12,R,M.Wacha,75,37,8,10,2,2,0,0,3,1,0,4.07,33,115,79,1,0,1,0,32,1,0,0,1,0,0,1,3,Sean Barber,"J.Cannon (4-47-L), C.Freeman (1), T.Gilbert (7)",dabble,3.5,2.0,1.92,-0.08,2.01,2.1,0.0900000000000003,0.1,0.1099999999999998,-4.000000000000004,4.47761194029852,2.0,1.91,2.11,2.01,0.0707106781186548,0.0777817459305201,1.0,1.0,1.0,1.0,8488.0,1.9299765258215964,2.088034037558685,3.0,pitcherstrikeouts,1.0,under,pitcher
jonathan cannon,mlb_chw,401695455,2025-05-07,19:40,mlb_kcr,mlb_chw,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,31.0,False,True,False,False,False,4.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,0.0,4.09,4.68,26.0,90.0,59.0,13.0,5.0,12.0,13.0,0.0,3.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.028,0.18,0.0,1.02,37.0,6.0,4.0,mlb_kcr,mlb_chw,38,33,32,2,10,1,0,1,2,0,0,3,0,1,0,0,1,1,0,0.239,0.301,0.362,0.662,7,11,R,J.Cannon,47,38,9,6,1,1,0,1,10,0,0,2.99,34,122,87,0,0,0,0,33,2,0,0,0,0,0,0,3,Sean Barber,"M.Wacha (4-75-W), L.Erceg (2-H), C.Estévez (1-Sv)",37,34,33,1,6,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0.216,0.294,0.321,0.616,6,12,R,M.Wacha,75,37,8,10,2,2,0,0,3,1,0,4.07,33,115,79,1,0,1,0,32,1,0,0,1,0,0,1,3,Sean Barber,"J.Cannon (4-47-L), C.Freeman (1), T.Gilbert (7)",dabble,2.5,1.92,1.92,0.0,2.09,2.09,0.0,0.0,0.0,0.0,0.0,1.92,1.92,2.09,2.09,,,0.0,0.0,0.0,0.0,,1.92,2.09,1.0,earnedrunsallowed,2.0,under,pitcher
jonathan cannon,mlb_chw,401695455,2025-05-07,19:40,mlb_kcr,mlb_chw,dabble_dfs_hitsallowed_value,5.5,hitsallowed,dabble,31.0,False,True,False,False,False,4.0,6.0,9.0,2.0,2.0,0.0,1.0,1.0,0.0,4.09,4.68,26.0,90.0,59.0,13.0,5.0,12.0,13.0,0.0,3.0,0.0,47.0,0.0,0.0,1.0,0.0,0.0,26.0,1.0,0.0,0.0,1.0,0.0,0.0,0.96,0.028,0.18,0.0,1.02,37.0,6.0,4.0,mlb_kcr,mlb_chw,38,33,32,2,10,1,0,1,2,0,0,3,0,1,0,0,1,1,0,0.239,0.301,0.362,0.662,7,11,R,J.Cannon,47,38,9,6,1,1,0,1,10,0,0,2.99,34,122,87,0,0,0,0,33,2,0,0,0,0,0,0,3,Sean Barber,"M.Wacha (4-75-W), L.Erceg (2-H), C.Estévez (1-Sv)",37,34,33,1,6,2,0,0,1,1,0,10,0,0,0,0,0,0,0,0.216,0.294,0.321,0.616,6,12,R,M.Wacha,75,37,8,10,2,2,0,0,3,1,0,4.07,33,115,79,1,0,1,0,32,1,0,0,1,0,0,1,3,Sean Barber,"J.Cannon (4-47-L), C.Freeman (1), T.Gilbert (7)",dabble,5.5,1.9,1.9,0.0,2.12,2.12,0.0,0.0,0.0,0.0,0.0,1.9,1.9,2.12,2.12,,,0.0,0.0,0.0,0.0,,1.9,2.12,1.0,hitsallowed,9.0,over,pitcher
hunter greene,mlb_cin,401695448,2025-05-07,19:15,mlb_atl,mlb_cin,dabble_dfs_hitsallowed_value,4.5,hitsallowed,dabble,80.0,False,False,False,False,False,4.0,3.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.36,3.09,11.0,53.0,38.0,5.0,16.0,3.0,2.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.152,0.98,0.0,1.53,38.0,3.0,7.0,mlb_atl,mlb_cin,36,34,32,3,6,0,0,1,3,1,0,13,0,0,1,0,0,1,0,0.24,0.313,0.388,0.701,4,10,R,H.Greene,61,36,9,7,4,4,0,3,9,2,0,4.02,35,139,90,1,0,0,0,32,1,0,1,0,0,0,0,4,Alan Porter,"G.Holmes (4-42-L), A.Bummer (3), D.Lee (2), E.De Los Santos (1)",38,35,32,4,7,1,0,2,4,3,1,9,0,0,0,0,0,0,0,0.242,0.322,0.382,0.704,4,10,R,G.Holmes,42,38,9,6,3,3,0,1,13,1,0,3.59,34,153,105,2,2,1,0,32,0,0,0,0,1,0,0,7,Alan Porter,"H.Greene (4-61), B.Suter (3-W), S.Barlow (1-H), T.Rogers (2-H), L.Mey (1-H), T.Santillan (0-H), E.Pagán (0-Sv)",dabble,4.5,2.1,2.06,-0.04,1.92,1.95,0.03,0.1000000000000005,0.09,-1.904761904761909,1.5625,2.1,2.05,1.96,1.92,0.040414518843274,0.0360555127546399,1.0,2.0,2.0,1.0,1616.6666666666667,2.0664900378490323,1.945146040134257,4.0,hitsallowed,2.0,under,pitcher
tanner bibee,mlb_cle,401695489,2025-05-10,18:10,mlb_cle,mlb_phi,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,64.0,False,True,False,False,False,5.0,7.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,3.8,5.53,26.0,96.0,63.0,15.0,8.0,8.0,15.0,0.0,3.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.99,0.235,1.13,0.0,2.42,39.0,7.0,3.0,mlb_cle,mlb_phi,39,32,28,1,4,1,0,0,1,3,0,6,0,0,1,0,1,1,1,0.237,0.31,0.388,0.697,4,9,L,R.Suárez,75,39,9,13,7,7,0,1,7,1,0,4.26,41,146,99,1,1,1,0,40,3,0,0,0,0,0,0,3,Alex MacKay,"T.Bibee (5-66-L), J.Junis (3), J.Cantillo (2)",39,41,40,7,13,3,0,1,7,1,0,7,0,0,0,0,0,1,0,0.259,0.338,0.403,0.741,7,9,R,T.Bibee,66,39,9,4,1,1,0,3,6,0,0,3.86,32,123,80,0,0,1,1,28,1,0,0,0,1,0,1,3,Alex MacKay,"R.Suárez (5-75-W), C.Hernández (1), J.Ross (0)",dabble,2.5,2.02,2.02,0.0,1.99,1.99,0.0,0.0,0.0,0.0,0.0,2.02,2.02,1.99,1.99,,,0.0,0.0,0.0,0.0,,2.02,1.99,1.0,earnedrunsallowed,1.0,under,pitcher
tanner bibee,mlb_cle,401695489,2025-05-10,18:10,mlb_cle,mlb_phi,dabble_dfs_pitcherstrikeouts_value,5.5,pitcherstrikeouts,dabble,64.0,False,True,False,False,False,5.0,7.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,3.8,5.53,26.0,96.0,63.0,15.0,8.0,8.0,15.0,0.0,3.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.99,0.235,1.13,0.0,2.42,39.0,7.0,3.0,mlb_cle,mlb_phi,39,32,28,1,4,1,0,0,1,3,0,6,0,0,1,0,1,1,1,0.237,0.31,0.388,0.697,4,9,L,R.Suárez,75,39,9,13,7,7,0,1,7,1,0,4.26,41,146,99,1,1,1,0,40,3,0,0,0,0,0,0,3,Alex MacKay,"T.Bibee (5-66-L), J.Junis (3), J.Cantillo (2)",39,41,40,7,13,3,0,1,7,1,0,7,0,0,0,0,0,1,0,0.259,0.338,0.403,0.741,7,9,R,T.Bibee,66,39,9,4,1,1,0,3,6,0,0,3.86,32,123,80,0,0,1,1,28,1,0,0,0,1,0,1,3,Alex MacKay,"R.Suárez (5-75-W), C.Hernández (1), J.Ross (0)",dabble,5.5,2.14,2.14,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.14,2.14,-1.0,-1.0,,,0.0,0.0,0.0,0.0,,2.14,-1.0,1.0,pitcherstrikeouts,3.0,under,pitcher
tanner bibee,mlb_cle,401695489,2025-05-10,18:10,mlb_cle,mlb_phi,dabble_dfs_pitchingouts_value,16.5,pitchingouts,dabble,64.0,False,True,False,False,False,5.0,7.0,5.0,1.0,1.0,0.0,3.0,0.0,0.0,3.8,5.53,26.0,96.0,63.0,15.0,8.0,8.0,15.0,0.0,3.0,0.0,66.0,0.0,0.0,1.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.99,0.235,1.13,0.0,2.42,39.0,7.0,3.0,mlb_cle,mlb_phi,39,32,28,1,4,1,0,0,1,3,0,6,0,0,1,0,1,1,1,0.237,0.31,0.388,0.697,4,9,L,R.Suárez,75,39,9,13,7,7,0,1,7,1,0,4.26,41,146,99,1,1,1,0,40,3,0,0,0,0,0,0,3,Alex MacKay,"T.Bibee (5-66-L), J.Junis (3), J.Cantillo (2)",39,41,40,7,13,3,0,1,7,1,0,7,0,0,0,0,0,1,0,0.259,0.338,0.403,0.741,7,9,R,T.Bibee,66,39,9,4,1,1,0,3,6,0,0,3.86,32,123,80,0,0,1,1,28,1,0,0,0,1,0,1,3,Alex MacKay,"R.Suárez (5-75-W), C.Hernández (1), J.Ross (0)",dabble,16.5,1.98,1.98,0.0,2.03,2.03,0.0,0.0,0.0,0.0,0.0,1.98,1.98,2.03,2.03,,,0.0,0.0,0.0,0.0,,1.98,2.03,1.0,pitchingouts,21,over,pitcher
bailey falter,mlb_pit,401695471,2025-05-09,18:40,mlb_pit,mlb_atl,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,96.0,True,False,False,False,False,5.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,4.36,4.45,22.0,89.0,56.0,13.0,7.0,5.0,12.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.369,0.2,0.0,3.07,39.0,6.0,4.0,mlb_pit,mlb_atl,39,28,28,3,5,1,0,2,3,0,0,12,0,0,0,0,1,0,0,0.218,0.298,0.328,0.626,1,10,R,B.Elder,58,39,9,7,2,2,0,3,8,0,0,4.25,37,150,94,1,0,1,0,33,0,1,0,0,1,0,0,5,Dan Bellino,"B.Falter (5-69-W), C.Shugart (3-H), C.Ferguson (1-H), D.Bednar (2-H), D.Santana (2-Sv)",38,37,33,2,7,0,1,0,2,3,0,8,0,0,1,0,0,1,0,0.239,0.311,0.383,0.695,8,12,L,B.Falter,69,38,8,5,3,3,0,0,12,2,0,3.96,28,126,82,0,0,0,0,28,1,0,0,0,0,0,1,3,Dan Bellino,"B.Elder (4-58-L), E.De Los Santos (1), A.Bummer (1)",dabble,2.5,1.92,2.02,0.1,2.09,1.99,-0.0999999999999998,0.2199999999999997,0.2600000000000004,5.208333333333348,-4.784688995215303,2.05,1.92,2.1,1.96,0.0402768199119818,0.0410960933531265,3.0,2.0,4.0,5.0,2659.3,1.9886562783872543,2.0234438543777515,11.0,earnedrunsallowed,0.0,under,pitcher
bailey falter,mlb_pit,401695471,2025-05-09,18:40,mlb_pit,mlb_atl,dabble_dfs_pitcherstrikeouts_value,4.5,pitcherstrikeouts,dabble,96.0,True,False,False,False,False,5.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,4.36,4.45,22.0,89.0,56.0,13.0,7.0,5.0,12.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.369,0.2,0.0,3.07,39.0,6.0,4.0,mlb_pit,mlb_atl,39,28,28,3,5,1,0,2,3,0,0,12,0,0,0,0,1,0,0,0.218,0.298,0.328,0.626,1,10,R,B.Elder,58,39,9,7,2,2,0,3,8,0,0,4.25,37,150,94,1,0,1,0,33,0,1,0,0,1,0,0,5,Dan Bellino,"B.Falter (5-69-W), C.Shugart (3-H), C.Ferguson (1-H), D.Bednar (2-H), D.Santana (2-Sv)",38,37,33,2,7,0,1,0,2,3,0,8,0,0,1,0,0,1,0,0.239,0.311,0.383,0.695,8,12,L,B.Falter,69,38,8,5,3,3,0,0,12,2,0,3.96,28,126,82,0,0,0,0,28,1,0,0,0,0,0,1,3,Dan Bellino,"B.Elder (4-58-L), E.De Los Santos (1), A.Bummer (1)",dabble,4.5,2.34,2.09,-0.25,-1.0,1.93,2.93,0.5100000000000007,2.93,-10.68376068376068,-293.0,2.45,2.09,1.93,-1.0,0.1246065235623148,1.035911434438292,3.0,5.0,1.0,0.0,2495.125,2.4074693347193348,-1.0,9.0,pitcherstrikeouts,3.0,under,pitcher
