player_name,team,game_id,game_date,game_time,home,away,line_col,line_value,prop,source,pitching_stats_gcar,pitching_stats_win,pitching_stats_loss,pitching_stats_save,pitching_stats_hold,pitching_stats_blown_save,pitching_stats_dr,pitching_stats_ip,pitching_stats_h,pitching_stats_r,pitching_stats_er,pitching_stats_bb,pitching_stats_so,pitching_stats_hr,pitching_stats_hbp,pitching_stats_era,pitching_stats_fip,pitching_stats_bf,pitching_stats_pit,pitching_stats_str,pitching_stats_stl,pitching_stats_sts,pitching_stats_gb,pitching_stats_fb,pitching_stats_ld,pitching_stats_pu,pitching_stats_unk,pitching_stats_gsc,pitching_stats_ir,pitching_stats_is,pitching_stats_sb,pitching_stats_cs,pitching_stats_pickoffs,pitching_stats_ab,pitching_stats_2b,pitching_stats_3b,pitching_stats_ibb,pitching_stats_gdp,pitching_stats_sf,pitching_stats_roe,pitching_stats_ali,pitching_stats_wpa,pitching_stats_acli,pitching_stats_cwpa,pitching_stats_re24,gtm,entered,innings,home_team,away_team,home_stats.batting_stats.gtm,home_stats.batting_stats.pa,home_stats.batting_stats.ab,home_stats.batting_stats.r,home_stats.batting_stats.h,home_stats.batting_stats.2b,home_stats.batting_stats.3b,home_stats.batting_stats.hr,home_stats.batting_stats.rbi,home_stats.batting_stats.bb,home_stats.batting_stats.ibb,home_stats.batting_stats.so,home_stats.batting_stats.hbp,home_stats.batting_stats.sh,home_stats.batting_stats.sf,home_stats.batting_stats.roe,home_stats.batting_stats.gidp,home_stats.batting_stats.sb,home_stats.batting_stats.cs,home_stats.batting_stats.avg,home_stats.batting_stats.obp,home_stats.batting_stats.slug,home_stats.batting_stats.ops,home_stats.batting_stats.lob,home_stats.batting_stats.bat_num,home_stats.batting_stats.opp_thr,home_stats.batting_stats.opp_st,home_stats.batting_stats.opp_st_sc,home_stats.pitching_stats.gtm,home_stats.pitching_stats.ip,home_stats.pitching_stats.h,home_stats.pitching_stats.r,home_stats.pitching_stats.er,home_stats.pitching_stats.uer,home_stats.pitching_stats.bb,home_stats.pitching_stats.so,home_stats.pitching_stats.hr,home_stats.pitching_stats.hbp,home_stats.pitching_stats.era,home_stats.pitching_stats.bf,home_stats.pitching_stats.p,home_stats.pitching_stats.s,home_stats.pitching_stats.ir,home_stats.pitching_stats.is,home_stats.pitching_stats.sb,home_stats.pitching_stats.cs,home_stats.pitching_stats.ab,home_stats.pitching_stats.2b,home_stats.pitching_stats.3b,home_stats.pitching_stats.ibb,home_stats.pitching_stats.sh,home_stats.pitching_stats.sf,home_stats.pitching_stats.roe,home_stats.pitching_stats.gidp,home_stats.pitching_stats.pitch_num,home_stats.pitching_stats.ump,home_stats.pitching_stats.pitchers,away_stats.batting_stats.gtm,away_stats.batting_stats.pa,away_stats.batting_stats.ab,away_stats.batting_stats.r,away_stats.batting_stats.h,away_stats.batting_stats.2b,away_stats.batting_stats.3b,away_stats.batting_stats.hr,away_stats.batting_stats.rbi,away_stats.batting_stats.bb,away_stats.batting_stats.ibb,away_stats.batting_stats.so,away_stats.batting_stats.hbp,away_stats.batting_stats.sh,away_stats.batting_stats.sf,away_stats.batting_stats.roe,away_stats.batting_stats.gidp,away_stats.batting_stats.sb,away_stats.batting_stats.cs,away_stats.batting_stats.avg,away_stats.batting_stats.obp,away_stats.batting_stats.slug,away_stats.batting_stats.ops,away_stats.batting_stats.lob,away_stats.batting_stats.bat_num,away_stats.batting_stats.opp_thr,away_stats.batting_stats.opp_st,away_stats.batting_stats.opp_st_sc,away_stats.pitching_stats.gtm,away_stats.pitching_stats.ip,away_stats.pitching_stats.h,away_stats.pitching_stats.r,away_stats.pitching_stats.er,away_stats.pitching_stats.uer,away_stats.pitching_stats.bb,away_stats.pitching_stats.so,away_stats.pitching_stats.hr,away_stats.pitching_stats.hbp,away_stats.pitching_stats.era,away_stats.pitching_stats.bf,away_stats.pitching_stats.p,away_stats.pitching_stats.s,away_stats.pitching_stats.ir,away_stats.pitching_stats.is,away_stats.pitching_stats.sb,away_stats.pitching_stats.cs,away_stats.pitching_stats.ab,away_stats.pitching_stats.2b,away_stats.pitching_stats.3b,away_stats.pitching_stats.ibb,away_stats.pitching_stats.sh,away_stats.pitching_stats.sf,away_stats.pitching_stats.roe,away_stats.pitching_stats.gidp,away_stats.pitching_stats.pitch_num,away_stats.pitching_stats.ump,away_stats.pitching_stats.pitchers,book,line_value_book,open_om,close_om,delta_om,open_um,close_um,delta_um,total_move_om,total_move_um,pct_change_om,pct_change_um,max_om,min_om,max_um,min_um,std_om,std_um,ups_om,downs_om,ups_um,downs_um,avg_update_sec,twavg_om,twavg_um,n_updates,prop_norm,actual,outcome,player_type
bailey falter,mlb_pit,401695471,2025-05-09,18:40,mlb_pit,mlb_atl,dabble_dfs_pitchingouts_value,16.5,pitchingouts,dabble,96.0,True,False,False,False,False,5.0,6.0,2.0,0.0,0.0,2.0,3.0,0.0,0.0,4.36,4.45,22.0,89.0,56.0,13.0,7.0,5.0,12.0,0.0,6.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.369,0.2,0.0,3.07,39.0,6.0,4.0,mlb_pit,mlb_atl,39,28,28,3,5,1,0,2,3,0,0,12,0,0,0,0,1,0,0,0.218,0.298,0.328,0.626,1,10,R,B.Elder,58,39,9,7,2,2,0,3,8,0,0,4.25,37,150,94,1,0,1,0,33,0,1,0,0,1,0,0,5,Dan Bellino,"B.Falter (5-69-W), C.Shugart (3-H), C.Ferguson (1-H), D.Bednar (2-H), D.Santana (2-Sv)",38,37,33,2,7,0,1,0,2,3,0,8,0,0,1,0,0,1,0,0.239,0.311,0.383,0.695,8,12,L,B.Falter,69,38,8,5,3,3,0,0,12,2,0,3.96,28,126,82,0,0,0,0,28,1,0,0,0,0,0,1,3,Dan Bellino,"B.Elder (4-58-L), E.De Los Santos (1), A.Bummer (1)",dabble,16.5,1.98,2.0,0.02,2.03,2.01,-0.02,0.02,0.02,1.0101010101010166,-0.985221674876846,2.0,1.98,2.03,2.01,,,1.0,0.0,0.0,1.0,6632.0,1.986268062827225,2.0237319371727747,2.0,pitchingouts,18,over,pitcher
kyle gibson,mlb_bal,401695497,2025-05-10,21:38,mlb_laa,mlb_bal,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,333.0,False,True,False,False,False,5.0,4.0,7.0,5.0,5.0,3.0,4.0,1.0,0.0,13.11,10.91,22.0,79.0,46.0,13.0,4.0,7.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.62,-0.233,0.29,0.0,-3.86,38.0,5.0,5.0,mlb_laa,mlb_bal,38,37,30,5,7,0,1,1,5,6,0,8,0,0,1,0,0,0,0,0.217,0.275,0.387,0.662,8,9,R,K.Gibson,29,38,9,6,2,2,0,4,7,1,0,5.2,35,147,90,2,0,0,0,31,1,0,0,0,0,0,2,5,Nestor Ceja,"J.Kochanowicz (5-57-W), H.Neris (0-H), J.Fermin (1), R.Zeferjahn (2), B.Burke (1)",38,35,31,2,6,1,0,1,2,4,0,7,0,0,0,0,2,0,0,0.227,0.295,0.384,0.679,6,11,R,J.Kochanowicz,57,38,8,7,5,5,0,6,8,1,0,5.38,37,148,84,4,1,0,0,30,0,1,0,0,1,0,0,4,Nestor Ceja,"K.Gibson (5-29-L), C.Selby (13), C.Pérez (3), C.Morton (2)",dabble,2.5,2.11,2.11,0.0,1.91,1.91,0.0,0.0,0.0,0.0,0.0,2.11,2.11,1.91,1.91,,,0.0,0.0,0.0,0.0,,2.11,1.91,1.0,earnedrunsallowed,5.0,over,pitcher
kyle gibson,mlb_bal,401695497,2025-05-10,21:38,mlb_laa,mlb_bal,dabble_dfs_pitchingouts_value,15.5,pitchingouts,dabble,333.0,False,True,False,False,False,5.0,4.0,7.0,5.0,5.0,3.0,4.0,1.0,0.0,13.11,10.91,22.0,79.0,46.0,13.0,4.0,7.0,8.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0,0.0,0.0,1.0,0.0,0.62,-0.233,0.29,0.0,-3.86,38.0,5.0,5.0,mlb_laa,mlb_bal,38,37,30,5,7,0,1,1,5,6,0,8,0,0,1,0,0,0,0,0.217,0.275,0.387,0.662,8,9,R,K.Gibson,29,38,9,6,2,2,0,4,7,1,0,5.2,35,147,90,2,0,0,0,31,1,0,0,0,0,0,2,5,Nestor Ceja,"J.Kochanowicz (5-57-W), H.Neris (0-H), J.Fermin (1), R.Zeferjahn (2), B.Burke (1)",38,35,31,2,6,1,0,1,2,4,0,7,0,0,0,0,2,0,0,0.227,0.295,0.384,0.679,6,11,R,J.Kochanowicz,57,38,8,7,5,5,0,6,8,1,0,5.38,37,148,84,4,1,0,0,30,0,1,0,0,1,0,0,4,Nestor Ceja,"K.Gibson (5-29-L), C.Selby (13), C.Pérez (3), C.Morton (2)",dabble,15.5,2.01,2.0,-0.0099999999999997,2.0,2.02,0.02,0.0499999999999998,0.06,-0.4975124378109319,1.0000000000000009,2.03,2.0,2.02,1.98,0.0170782512765993,0.0173205080756887,1.0,2.0,3.0,1.0,2698.0,2.0146458119927506,1.9969639902292964,5.0,pitchingouts,12,under,pitcher
josé berríos,mlb_tor,401695462,2025-05-07,21:38,mlb_laa,mlb_tor,dabble_dfs_hitsallowed_value,5.5,hitsallowed,dabble,252.0,False,False,False,False,False,5.0,6.0,5.0,2.0,2.0,5.0,9.0,2.0,1.0,3.86,4.82,27.0,89.0,55.0,14.0,17.0,5.0,7.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,1.39,0.078,1.24,0.0,0.97,36.0,7.0,3.0,mlb_laa,mlb_tor,35,40,32,5,9,1,0,2,5,6,1,14,2,0,0,0,1,0,1,0.218,0.276,0.389,0.665,10,11,R,J.Berríos,58,35,9,12,4,4,0,2,8,0,0,5.25,39,140,102,2,2,0,0,37,2,0,1,0,0,0,2,5,Edwin Moscoso,"Y.Kikuchi (5-63), R.Detmers (5), R.Zeferjahn (4), C.Brogdon (99), B.Burke (3-W)",36,39,37,4,12,2,0,0,4,2,1,8,0,0,0,0,2,0,0,0.241,0.31,0.356,0.666,8,10,L,Y.Kikuchi,63,36,8,9,5,5,0,6,14,2,2,4.39,40,135,84,1,0,0,1,32,1,0,1,0,0,0,1,4,Edwin Moscoso,"J.Berríos (5-58), Y.Rodríguez (2-H), B.Little (2-H), J.Hoffman (0-BL)",dabble,5.5,2.1,2.09,-0.0100000000000002,1.92,1.93,0.01,0.0299999999999998,0.03,-0.4761904761904856,0.5208333333333259,2.11,2.09,1.93,1.91,0.0212132034355962,0.0212132034355964,1.0,1.0,1.0,1.0,6663.0,2.0959399018806217,1.9240600981193785,3.0,hitsallowed,5.0,under,pitcher
josé berríos,mlb_tor,401695462,2025-05-07,21:38,mlb_laa,mlb_tor,dabble_dfs_pitcherstrikeouts_value,5.5,pitcherstrikeouts,dabble,252.0,False,False,False,False,False,5.0,6.0,5.0,2.0,2.0,5.0,9.0,2.0,1.0,3.86,4.82,27.0,89.0,55.0,14.0,17.0,5.0,7.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,1.39,0.078,1.24,0.0,0.97,36.0,7.0,3.0,mlb_laa,mlb_tor,35,40,32,5,9,1,0,2,5,6,1,14,2,0,0,0,1,0,1,0.218,0.276,0.389,0.665,10,11,R,J.Berríos,58,35,9,12,4,4,0,2,8,0,0,5.25,39,140,102,2,2,0,0,37,2,0,1,0,0,0,2,5,Edwin Moscoso,"Y.Kikuchi (5-63), R.Detmers (5), R.Zeferjahn (4), C.Brogdon (99), B.Burke (3-W)",36,39,37,4,12,2,0,0,4,2,1,8,0,0,0,0,2,0,0,0.241,0.31,0.356,0.666,8,10,L,Y.Kikuchi,63,36,8,9,5,5,0,6,14,2,2,4.39,40,135,84,1,0,0,1,32,1,0,1,0,0,0,1,4,Edwin Moscoso,"J.Berríos (5-58), Y.Rodríguez (2-H), B.Little (2-H), J.Hoffman (0-BL)",dabble,5.5,2.33,2.33,0.0,-1.0,-1.0,0.0,0.04,0.0,0.0,0.0,2.33,2.31,-1.0,-1.0,0.0173205080756887,0.0,2.0,1.0,0.0,0.0,4442.0,2.3273362266622994,-1.0,4.0,pitcherstrikeouts,9.0,over,pitcher
edward cabrera,mlb_mia,401695494,2025-05-10,19:10,mlb_chw,mlb_mia,dabble_dfs_pitcherstrikeouts_value,5.5,pitcherstrikeouts,dabble,69.0,False,False,False,False,False,5.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,5.52,4.99,18.0,85.0,55.0,18.0,5.0,4.0,11.0,0.0,1.0,0.0,58.0,0.0,0.0,1.0,0.0,0.0,17.0,1.0,0.0,0.0,1.0,0.0,0.0,0.74,0.117,0.28,0.0,1.4,38.0,5.0,5.0,mlb_chw,mlb_mia,40,32,30,1,4,1,0,1,1,2,0,6,0,0,0,0,1,2,0,0.214,0.291,0.32,0.611,4,11,R,E.Cabrera,58,40,9,7,3,3,0,3,10,1,0,4.15,36,157,102,3,1,3,1,33,1,1,0,0,0,0,0,6,Roberto Ortiz,"S.Smith (4-71), S.Wilson (0-BSv), J.Leasure (0-L), B.Eisert (0), T.Gilbert (2), C.Freeman (0)",38,36,33,3,7,1,1,1,3,3,0,10,0,0,0,0,0,3,1,0.247,0.311,0.38,0.691,6,12,R,S.Smith,71,38,9,4,1,1,0,2,6,1,0,5.73,32,138,89,0,0,2,0,30,1,0,0,0,0,0,1,5,Roberto Ortiz,"E.Cabrera (5-58), L.Bachar (2), C.Faucher (3-W), A.Bender (3-H), J.Tinoco (3-Sv)",dabble,5.5,2.2,2.2,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.2,2.2,-1.0,-1.0,,,0.0,0.0,0.0,0.0,,2.2,-1.0,1.0,pitcherstrikeouts,2.0,under,pitcher
sandy alcantara,mlb_mia,401695425,2025-05-05,18:40,mlb_mia,mlb_lad,dabble_dfs_pitcherstrikeouts_value,4.5,pitcherstrikeouts,dabble,153.0,False,True,False,False,False,5.0,5.0,6.0,5.0,5.0,1.0,4.0,2.0,0.0,8.42,5.88,22.0,87.0,59.0,12.0,11.0,5.0,12.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66,-0.205,0.32,0.0,-2.29,34.0,5.0,5.0,mlb_mia,mlb_lad,34,41,38,4,10,1,0,1,4,3,0,10,0,0,0,1,0,1,0,0.249,0.311,0.383,0.694,10,12,L,J.Dreyer,54,34,9,13,7,7,0,1,8,2,0,5.82,40,156,109,0,0,2,0,39,2,1,0,0,0,0,0,3,Laz Diaz,"S.Alcantara (5-38-L), T.Phillips (2), G.Soriano (5)",35,40,39,7,13,2,1,2,7,1,0,8,0,0,0,0,0,2,0,0.258,0.334,0.461,0.795,6,11,R,S.Alcantara,38,35,9,10,4,4,0,3,10,1,0,3.77,41,141,92,3,0,1,0,38,1,0,0,0,0,1,0,7,Laz Diaz,"J.Dreyer (0-54), B.Casparius (7-W), A.Vesia (1), E.Phillips (2), Y.Gómez (4), T.Scott (2-H), K.Yates (1-Sv)",dabble,4.5,2.13,2.14,0.0100000000000002,-1.0,-1.0,0.0,0.0699999999999998,0.0,0.4694835680751241,0.0,2.15,2.13,-1.0,-1.0,0.0132916013582512,0.0,3.0,3.0,0.0,0.0,2235.1666666666665,2.137757929274517,-1.0,7.0,pitcherstrikeouts,4.0,under,pitcher
sandy alcantara,mlb_mia,401695425,2025-05-05,18:40,mlb_mia,mlb_lad,dabble_dfs_pitchingouts_value,15.5,pitchingouts,dabble,153.0,False,True,False,False,False,5.0,5.0,6.0,5.0,5.0,1.0,4.0,2.0,0.0,8.42,5.88,22.0,87.0,59.0,12.0,11.0,5.0,12.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66,-0.205,0.32,0.0,-2.29,34.0,5.0,5.0,mlb_mia,mlb_lad,34,41,38,4,10,1,0,1,4,3,0,10,0,0,0,1,0,1,0,0.249,0.311,0.383,0.694,10,12,L,J.Dreyer,54,34,9,13,7,7,0,1,8,2,0,5.82,40,156,109,0,0,2,0,39,2,1,0,0,0,0,0,3,Laz Diaz,"S.Alcantara (5-38-L), T.Phillips (2), G.Soriano (5)",35,40,39,7,13,2,1,2,7,1,0,8,0,0,0,0,0,2,0,0.258,0.334,0.461,0.795,6,11,R,S.Alcantara,38,35,9,10,4,4,0,3,10,1,0,3.77,41,141,92,3,0,1,0,38,1,0,0,0,0,1,0,7,Laz Diaz,"J.Dreyer (0-54), B.Casparius (7-W), A.Vesia (1), E.Phillips (2), Y.Gómez (4), T.Scott (2-H), K.Yates (1-Sv)",dabble,15.5,2.08,2.09,0.0099999999999997,1.94,1.92,-0.02,0.0499999999999998,0.04,0.480769230769229,-1.0309278350515427,2.09,2.07,1.94,1.92,0.0116904519445001,0.0081649658092772,2.0,2.0,1.0,3.0,2235.1666666666665,2.081967193195626,1.9359076549210208,7.0,pitchingouts,15,under,pitcher
bowden francis,mlb_tor,401695500,2025-05-10,21:40,mlb_sea,mlb_tor,dabble_dfs_pitcherstrikeouts_value,4.5,pitcherstrikeouts,dabble,56.0,False,False,False,False,False,5.0,6.2,6.0,3.0,3.0,1.0,5.0,1.0,0.0,5.4,6.35,27.0,89.0,59.0,14.0,6.0,7.0,14.0,0.0,2.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,0.0,1.0,0.0,0.83,-0.036,0.77,0.0,-0.35,39.0,7.0,3.0,mlb_sea,mlb_tor,38,34,32,3,6,1,0,1,3,1,0,10,0,0,1,0,0,0,0,0.245,0.335,0.409,0.744,4,9,R,B.Francis,54,38,9,10,6,6,0,5,10,1,0,3.87,42,163,102,3,1,2,0,37,1,0,0,0,0,0,0,5,Vic Carapazza,"L.Evans (5-46), G.Speier (2-BSv), M.Brash (3), C.Vargas (3-L), E.Bazardo (2)",39,42,37,6,10,1,0,1,6,5,0,10,0,0,0,0,0,2,0,0.246,0.317,0.362,0.679,9,9,R,L.Evans,46,39,9,6,3,3,0,1,10,1,0,4.31,34,120,82,2,0,0,0,32,1,0,0,0,1,0,0,3,Vic Carapazza,"B.Francis (5-54), M.Fluharty (3-W), J.Hoffman (0-Sv)",dabble,4.5,2.25,2.28,0.0299999999999998,-1.0,-1.0,0.0,0.1099999999999998,0.0,1.3333333333333195,0.0,2.32,2.25,-1.0,-1.0,0.0357770876399965,0.0,1.0,4.0,0.0,0.0,2242.4,2.2867978193884806,-1.0,6.0,pitcherstrikeouts,5.0,over,pitcher
lucas giolito,mlb_bos,401695438,2025-05-06,18:45,mlb_bos,mlb_tex,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,182.0,False,True,False,False,False,5.0,3.2,10.0,6.0,6.0,1.0,2.0,0.0,0.0,8.38,4.87,20.0,74.0,49.0,11.0,4.0,8.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.98,-0.282,1.05,0.0,-4.37,37.0,4.0,6.0,mlb_bos,mlb_tex,37,33,32,1,6,2,0,0,1,1,0,12,0,0,0,0,0,0,0,0.253,0.329,0.416,0.745,5,9,R,N.Eovaldi,64,37,9,16,6,6,0,2,9,0,0,4.04,43,180,115,2,0,0,0,40,2,0,0,0,1,0,0,3,John Bacon,"L.Giolito (5-18-L), B.Bernardino (2), S.Newcomb (8)",36,43,40,6,16,2,0,0,5,2,0,9,0,0,1,0,0,0,0,0.234,0.289,0.362,0.651,10,10,R,L.Giolito,18,36,9,6,1,1,0,1,12,0,0,3.37,33,124,89,0,0,0,0,32,2,0,0,0,0,0,0,4,John Bacon,"N.Eovaldi (5-64-W), S.Armstrong (4), R.Garcia (2), C.Martin (2)",dabble,2.5,1.92,1.91,-0.01,2.1,2.11,0.0099999999999997,0.03,0.0299999999999993,-0.520833333333337,0.4761904761904745,1.92,1.91,2.11,2.1,0.0115470053837925,0.0115470053837922,1.0,2.0,2.0,1.0,13376.0,1.911516136599752,2.1084838634002483,4.0,earnedrunsallowed,6.0,over,pitcher
lucas giolito,mlb_bos,401695438,2025-05-06,18:45,mlb_bos,mlb_tex,dabble_dfs_pitcherstrikeouts_value,5.5,pitcherstrikeouts,dabble,182.0,False,True,False,False,False,5.0,3.2,10.0,6.0,6.0,1.0,2.0,0.0,0.0,8.38,4.87,20.0,74.0,49.0,11.0,4.0,8.0,9.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,1.0,0.0,0.98,-0.282,1.05,0.0,-4.37,37.0,4.0,6.0,mlb_bos,mlb_tex,37,33,32,1,6,2,0,0,1,1,0,12,0,0,0,0,0,0,0,0.253,0.329,0.416,0.745,5,9,R,N.Eovaldi,64,37,9,16,6,6,0,2,9,0,0,4.04,43,180,115,2,0,0,0,40,2,0,0,0,1,0,0,3,John Bacon,"L.Giolito (5-18-L), B.Bernardino (2), S.Newcomb (8)",36,43,40,6,16,2,0,0,5,2,0,9,0,0,1,0,0,0,0,0.234,0.289,0.362,0.651,10,10,R,L.Giolito,18,36,9,6,1,1,0,1,12,0,0,3.37,33,124,89,0,0,0,0,32,2,0,0,0,0,0,0,4,John Bacon,"N.Eovaldi (5-64-W), S.Armstrong (4), R.Garcia (2), C.Martin (2)",dabble,5.5,2.38,2.44,0.06,-1.0,-1.0,0.0,0.2200000000000002,0.0,2.521008403361358,0.0,2.44,2.34,-1.0,-1.0,0.0459813626840888,0.0,3.0,4.0,0.0,0.0,9344.57142857143,2.361019244801167,-1.0,8.0,pitcherstrikeouts,2.0,under,pitcher
chase dollander,mlb_col,401695459,2025-05-07,20:40,mlb_col,mlb_det,dabble_dfs_earnedrunsallowed_value,2.5,earnedrunsallowed,dabble,6.0,False,False,False,False,False,6.0,3.0,5.0,6.0,6.0,3.0,0.0,0.0,1.0,7.71,6.54,18.0,70.0,41.0,8.0,5.0,7.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.37,-0.457,0.07,0.0,-4.38,35.0,4.0,6.0,mlb_col,mlb_det,35,45,40,6,13,4,0,2,6,5,1,8,0,0,0,0,2,1,1,0.213,0.282,0.35,0.632,10,11,R,J.Jobe,22,35,10,10,8,6,0,5,9,0,1,5.38,45,174,109,4,1,0,1,38,3,0,0,0,1,1,1,5,Vic Carapazza,"C.Dollander (6-22), J.Bird (3), S.Alexander (5), S.Halvorsen (2), Z.Agnos (5-L)",36,45,38,8,10,3,0,0,7,5,0,9,1,0,1,1,1,0,1,0.256,0.333,0.421,0.754,8,10,R,C.Dollander,22,36,10,13,6,6,0,5,8,2,0,3.03,45,180,113,1,0,1,1,40,4,0,1,0,0,0,2,5,Vic Carapazza,"J.Jobe (6-22), B.Hurter (3), B.Hanifee (2), T.Kahnle (5), W.Vest (2-W)",dabble,2.5,1.92,1.92,0.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,1.92,1.92,2.1,2.1,,,0.0,0.0,0.0,0.0,,1.92,2.1,1.0,earnedrunsallowed,6.0,over,pitcher
chase dollander,mlb_col,401695459,2025-05-07,20:40,mlb_col,mlb_det,dabble_dfs_pitcherstrikeouts_value,5.5,pitcherstrikeouts,dabble,6.0,False,False,False,False,False,6.0,3.0,5.0,6.0,6.0,3.0,0.0,0.0,1.0,7.71,6.54,18.0,70.0,41.0,8.0,5.0,7.0,7.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,1.37,-0.457,0.07,0.0,-4.38,35.0,4.0,6.0,mlb_col,mlb_det,35,45,40,6,13,4,0,2,6,5,1,8,0,0,0,0,2,1,1,0.213,0.282,0.35,0.632,10,11,R,J.Jobe,22,35,10,10,8,6,0,5,9,0,1,5.38,45,174,109,4,1,0,1,38,3,0,0,0,1,1,1,5,Vic Carapazza,"C.Dollander (6-22), J.Bird (3), S.Alexander (5), S.Halvorsen (2), Z.Agnos (5-L)",36,45,38,8,10,3,0,0,7,5,0,9,1,0,1,1,1,0,1,0.256,0.333,0.421,0.754,8,10,R,C.Dollander,22,36,10,13,6,6,0,5,8,2,0,3.03,45,180,113,1,0,1,1,40,4,0,1,0,0,0,2,5,Vic Carapazza,"J.Jobe (6-22), B.Hurter (3), B.Hanifee (2), T.Kahnle (5), W.Vest (2-W)",dabble,5.5,2.43,2.43,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.43,2.43,-1.0,-1.0,,,0.0,0.0,0.0,0.0,,2.43,-1.0,1.0,pitcherstrikeouts,0.0,under,pitcher
jack flaherty,mlb_det,401695491,2025-05-10,18:10,mlb_det,mlb_tex,dabble_dfs_hitsallowed_value,4.5,hitsallowed,dabble,167.0,False,True,False,False,False,6.0,3.0,4.0,5.0,5.0,2.0,4.0,4.0,0.0,4.61,4.62,15.0,73.0,41.0,13.0,9.0,1.0,8.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.342,0.72,0.0,-3.53,40.0,3.0,7.0,mlb_det,mlb_tex,40,34,31,3,7,0,1,2,3,3,0,13,0,0,0,0,3,0,0,0.258,0.333,0.42,0.753,4,11,R,J.deGrom,58,40,9,10,10,10,0,6,9,5,0,3.08,43,180,106,3,1,1,0,36,1,0,0,0,1,0,0,5,Andy Fletcher,"J.Flaherty (6-33-L), S.Guenther (1), C.Lee (1), T.Holton (7), J.Brebbia (21)",40,43,36,10,10,1,0,5,10,6,0,9,0,0,1,0,0,1,0,0.23,0.289,0.364,0.653,6,11,R,J.Flaherty,33,40,9,7,3,3,0,3,13,2,0,3.47,34,148,98,2,0,0,0,31,0,1,0,0,0,0,3,4,Andy Fletcher,"J.deGrom (5-58-W), H.Milner (2), S.Armstrong (3), L.Jackson (5)",dabble,4.5,1.97,1.97,0.0,2.05,2.05,0.0,0.0,0.0,0.0,0.0,1.97,1.97,2.05,2.05,,,0.0,0.0,0.0,0.0,,1.97,2.05,1.0,hitsallowed,4.0,under,pitcher
